Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name,Platform,Genre,Publisher
10047,2007.0,0.06,0.04,0.0,0.01,0.11,startrekconquest,ps2,strategy,bethesdasoftworks
10048,2005.0,0.1,0.01,0.0,0.01,0.11,fifasoccer06,psp,sports,electronicarts
10049,2016.0,0.08,0.02,0.0,0.01,0.11,lifeisstrange,xone,adventure,squareenix
10050,2008.0,0.11,0.0,0.0,0.01,0.11,nflheadcoach09,x360,sports,electronicarts
10051,2004.0,0.06,0.04,0.0,0.01,0.11,worldchampionshiprugby,ps2,sports,acclaimentertainment
10052,2004.0,0.08,0.02,0.0,0.0,0.11,phantomdust,xb,action,microsoftgamestudios
10053,1998.0,0.0,0.0,0.11,0.01,0.11,shinseikievangelionkoutetsunogirlfriend,ps,adventure,gainaxnetworksystems
10054,2010.0,0.0,0.0,0.11,0.0,0.11,shinsangokumusoumultiraid2,psp,action,tecmokoei
10055,2014.0,0.0,0.0,0.11,0.0,0.11,taikodrummastertokumori,wiiu,misc,namcobandaigames
10056,2003.0,0.06,0.04,0.0,0.01,0.11,growlansergenerations,ps2,roleplaying,atlus
10057,2003.0,0.08,0.03,0.0,0.0,0.11,megamanbattlechipchallenge,gba,misc,capcom
10058,2009.0,0.11,0.0,0.0,0.01,0.11,desktoptowerdefense,ds,strategy,thq
10059,2014.0,0.0,0.0,0.11,0.0,0.11,puyopuyotetris,3ds,puzzle,sega
10060,2013.0,0.0,0.09,0.0,0.02,0.11,proevolutionsoccer2014,pc,action,konamidigitalentertainment
10061,2010.0,0.06,0.04,0.0,0.01,0.11,sakurawarssolongmylove,wii,roleplaying,ackkstudios
10062,2007.0,0.1,0.0,0.0,0.01,0.11,thesettlers,ds,action,ubisoft
10063,2010.0,0.1,0.0,0.0,0.01,0.11,grease,ds,misc,505games
10064,2008.0,0.1,0.0,0.0,0.01,0.11,mysatcoachwiththeprincetonreview,ds,misc,ubisoft
10065,2009.0,0.1,0.0,0.0,0.01,0.11,familyfunfootball,wii,sports,tecmokoei
10066,2000.0,0.06,0.04,0.0,0.01,0.11,ringofred,ps2,strategy,konamidigitalentertainment
10067,2005.0,0.06,0.04,0.0,0.01,0.11,coldwinter,ps2,shooter,vivendigames
10068,1999.0,0.06,0.04,0.0,0.01,0.11,internationaltrackfield2000,ps,sports,konamidigitalentertainment
10069,2009.0,0.11,0.0,0.0,0.01,0.11,thehardyboystreasureonthetracks,ds,adventure,sega
10070,2010.0,0.0,0.09,0.0,0.03,0.11,pdcworldchampionshipdartsprotour,ps3,sports,ogames
10071,2005.0,0.08,0.02,0.0,0.0,0.11,stubbsthezombieinrebelwithoutapulse,xb,action,thq
10072,2003.0,0.08,0.02,0.0,0.0,0.11,batmandarktomorrow,xb,action,kemco
10073,2004.0,0.1,0.0,0.0,0.01,0.11,pingpals,ds,misc,thq
10074,2014.0,0.0,0.03,0.08,0.0,0.11,fatalframemaidenofblackwater,wiiu,action,nintendo
10075,2010.0,0.08,0.02,0.0,0.01,0.11,mysimsskyheroes,ps3,action,electronicarts
10076,2010.0,0.09,0.01,0.0,0.01,0.11,blooddrive,x360,racing,activision
10077,2002.0,0.09,0.02,0.0,0.0,0.11,18wheeleramericanprotrucker,gc,racing,acclaimentertainment
10078,2007.0,0.06,0.0,0.05,0.0,0.11,jakehunterdetectivestorymemoriesofthepast,ds,adventure,pqube
10079,2011.0,0.0,0.09,0.0,0.03,0.11,startthepartysavetheworld,ps3,misc,sonycomputerentertainment
10080,2009.0,0.09,0.0,0.01,0.01,0.11,thekingoffightersxii,x360,fighting,ignitionentertainment
10081,2006.0,0.1,0.0,0.0,0.01,0.11,digimonworldds,ds,roleplaying,namcobandaigames
10082,2008.0,0.06,0.04,0.0,0.01,0.11,narutoultimatecollection,ps2,misc,namcobandaigames
10083,2000.0,0.0,0.0,0.11,0.01,0.11,thekingoffighters99,ps,fighting,snk
10084,1997.0,0.06,0.04,0.0,0.01,0.11,massdestruction,ps,shooter,bmginteractiveentertainment
10085,2011.0,0.07,0.03,0.0,0.01,0.11,bodycount,x360,shooter,codemasters
10086,2003.0,0.08,0.02,0.0,0.0,0.11,batmanriseofsintzu,xb,action,ubisoft
10087,1998.0,0.0,0.0,0.11,0.0,0.11,shinseikievangelionkoutetsunogirlfriend,sat,adventure,sega
10088,2015.0,0.05,0.06,0.0,0.01,0.11,skylanderssuperchargers,3ds,action,activision
10089,2007.0,0.08,0.0,0.03,0.01,0.11,superswinggolfseason2,wii,sports,risingstargames
10090,2009.0,0.0,0.0,0.11,0.0,0.11,queensbladespiralchaos,psp,roleplaying,namcobandaigames
10091,1994.0,0.0,0.0,0.11,0.01,0.11,jikkyoupowerfulproyakyuu95,ps,sports,konamidigitalentertainment
10092,2005.0,0.08,0.02,0.0,0.0,0.11,spyvsspy,xb,action,globalstar
10093,2009.0,0.06,0.04,0.0,0.01,0.11,coraline,ps2,action,d3publisher
10094,2011.0,0.11,0.0,0.0,0.01,0.11,thepriceisrightdecades,x360,misc,ubisoft
10095,1996.0,0.0,0.0,0.11,0.0,0.11,segatouringcarchampionship,sat,racing,sega
10096,2005.0,0.1,0.0,0.0,0.01,0.11,goldeneyerogueagent,ds,shooter,electronicarts
10097,2011.0,0.07,0.03,0.0,0.02,0.11,jasfjanesadvancedstrikefighters,ps3,simulation,deepsilver
10098,2007.0,0.09,0.01,0.0,0.01,0.11,cakemania,ds,puzzle,majescoentertainment
10099,2005.0,0.06,0.04,0.0,0.01,0.11,coldfear,ps2,action,ubisoft
10100,2014.0,0.08,0.0,0.01,0.02,0.11,akibastripundeadundressed,ps4,action,acquire
10101,2010.0,0.0,0.0,0.11,0.0,0.11,zangekinoreginleiv,wii,action,nintendo
10102,2011.0,0.0,0.1,0.0,0.02,0.11,strongholdkingdoms,pc,strategy,dtpentertainment
10103,2009.0,0.1,0.0,0.0,0.01,0.11,fabulousfinds,ds,puzzle,valusoft
10104,2009.0,0.1,0.01,0.0,0.01,0.11,vacationsports,wii,sports,ubisoft
10105,2006.0,0.0,0.0,0.11,0.0,0.11,daitogikenkoushikipachislotsimulatorhihouden,ps2,misc,daito
10106,2010.0,0.0,0.1,0.0,0.01,0.11,pdcworldchampionshipdartsprotour,wii,sports,ogames
10107,2008.0,0.1,0.0,0.0,0.01,0.11,pimpmyride,wii,racing,activision
10108,2007.0,0.02,0.06,0.0,0.03,0.11,surfsup,psp,sports,ubisoft
10109,2011.0,0.0,0.08,0.0,0.04,0.11,invizimalsthelosttribes,psp,action,sonycomputerentertainment
10110,2010.0,0.11,0.0,0.0,0.01,0.11,letsplaygarden,ds,simulation,deepsilver
10111,2002.0,0.08,0.02,0.0,0.0,0.11,nhlhitz2003,xb,sports,midwaygames
10112,2002.0,0.04,0.01,0.06,0.0,0.11,murakumorenegademechpursuit,xb,shooter,fromsoftware
10113,2011.0,0.11,0.0,0.0,0.01,0.11,heavyfireafghanistan,wii,shooter,mastiff
10114,2015.0,0.03,0.02,0.06,0.01,0.11,samuraiwarriors4ii,ps4,action,tecmokoei
10115,2006.0,0.1,0.0,0.0,0.01,0.11,openseason,x360,platform,ubisoft
10116,2009.0,0.1,0.0,0.0,0.01,0.11,wireway,ds,adventure,konamidigitalentertainment
10117,2002.0,0.08,0.02,0.0,0.0,0.11,gunmetal,xb,shooter,ragesoftware
10118,2009.0,0.1,0.0,0.0,0.01,0.11,justintimetranslations,ds,misc,thq
10119,2010.0,0.09,0.02,0.0,0.01,0.11,johndalysprostrokegolf,ps3,sports,ogames
10120,2008.0,0.0,0.0,0.11,0.0,0.11,proyakyspirits5,ps3,sports,konamidigitalentertainment
10121,2015.0,0.0,0.0,0.11,0.0,0.11,samuraiwarriors4ii,ps3,action,tecmokoei
10122,2002.0,0.09,0.02,0.0,0.0,0.11,bloodrayne,gc,shooter,universalinteractive
10123,2009.0,0.07,0.03,0.0,0.01,0.11,thehardyboysthehiddentheft,wii,adventure,theadventurecompany
10124,2005.0,0.05,0.04,0.0,0.01,0.11,metalslug45,ps2,shooter,snkplaymore
10125,2014.0,0.05,0.05,0.0,0.01,0.11,pacmanandtheghostlyadventures2,x360,adventure,namcobandaigames
10126,1999.0,0.06,0.04,0.0,0.01,0.11,ecwanarchyrulz,ps,fighting,acclaimentertainment
10127,2002.0,0.0,0.0,0.1,0.01,0.11,inuyashaafeudalfairytale,ps,fighting,namcobandaigames
10128,2011.0,0.05,0.05,0.0,0.01,0.11,gemquest4elements,ds,puzzle,mastertronic
10129,2012.0,0.07,0.03,0.0,0.01,0.11,funkybarn,3ds,simulation,ubisoft
10130,2005.0,0.0,0.0,0.11,0.0,0.11,jleaguewinningeleven9asiachampionship,ps2,sports,konamidigitalentertainment
10131,2002.0,0.08,0.03,0.0,0.0,0.11,sabrinatheteenagewitchpotioncommotion,gba,action,ubisoft
10132,2005.0,0.08,0.03,0.0,0.0,0.11,pacmanpinballadvance,gba,misc,zoodigitalpublishing
10133,2007.0,0.1,0.0,0.0,0.01,0.11,pocketpets,ds,simulation,o3entertainment
10134,2004.0,0.08,0.03,0.0,0.0,0.11,yuyuhakushotournamenttactics,gba,strategy,atari
10135,2002.0,0.09,0.02,0.0,0.0,0.11,homerunking,gc,sports,sega
10136,2007.0,0.08,0.03,0.0,0.01,0.11,powerrangerssuperlegends,ds,action,disneyinteractivestudios
10137,2011.0,0.0,0.0,0.11,0.0,0.11,toheart2dungeontravelers,psp,adventure,aquaplus
10138,2009.0,0.1,0.0,0.0,0.01,0.11,wherethewildthingsare,x360,platform,warnerbrosinteractiveentertainment
10139,2005.0,0.07,0.02,0.02,0.01,0.11,lostinblue,ds,adventure,konamidigitalentertainment
10140,2013.0,0.04,0.02,0.04,0.02,0.11,criminalgirlsinviteonly,psv,roleplaying,nipponichisoftware
10141,2011.0,0.05,0.04,0.0,0.01,0.11,wweallstars,ps2,fighting,thq
10142,2007.0,0.0,0.0,0.11,0.0,0.11,mlbpowerpros,ps2,sports,konamidigitalentertainment
10143,2010.0,0.07,0.03,0.0,0.01,0.11,truthorlies,x360,misc,thq
10144,1995.0,0.0,0.0,0.11,0.0,0.11,virtuafightercgportraitseriesvol1sarahbryant,sat,misc,sega
10145,2007.0,0.0,0.0,0.11,0.0,0.11,kousokucardbattlecardhero,ds,strategy,nintendo
10146,2004.0,0.05,0.04,0.0,0.01,0.11,airforcedeltastrike,ps2,simulation,konamidigitalentertainment
10147,2010.0,0.1,0.01,0.0,0.01,0.11,dorasbigbirthdayadventure,wii,misc,taketwointeractive
10148,2008.0,0.0,0.0,0.11,0.0,0.11,tokimekimemorialgirlsside2ndseason,ds,adventure,konamidigitalentertainment
10149,2002.0,0.08,0.03,0.0,0.0,0.11,disneyspeterpanreturntoneverland,gba,platform,ubisoft
10150,2003.0,0.08,0.02,0.0,0.0,0.11,thefairlyoddparentsbreakindarules,xb,platform,thq
10151,2011.0,0.0,0.08,0.0,0.03,0.11,monkeyislandspecialeditioncollection,ps3,adventure,activision
10152,2002.0,0.09,0.02,0.0,0.0,0.11,capcomvssnk2eo,gc,fighting,capcom
10153,2002.0,0.09,0.02,0.0,0.0,0.11,hotwheelsvelocityx,gc,racing,thq
10154,2015.0,0.0,0.0,0.11,0.0,0.11,superrunformoneytousouchuuatsumaresaikyounotousoumonotachi,3ds,action,namcobandaigames
10155,2009.0,0.1,0.01,0.0,0.01,0.11,spyborgs,wii,action,capcom
10156,2007.0,0.1,0.0,0.0,0.01,0.11,americangirljuliefindsaway,ds,adventure,thq
10157,2002.0,0.08,0.03,0.0,0.0,0.11,contraadvancethealienwarsex,gba,shooter,konamidigitalentertainment
10158,2016.0,0.0,0.0,0.11,0.0,0.11,jikkyoupowerfulprobaseball2016,ps3,sports,konamidigitalentertainment
10159,2007.0,0.1,0.0,0.0,0.01,0.11,thehistorychannelbattleforthepacific,wii,shooter,activision
10160,2011.0,0.08,0.02,0.0,0.01,0.11,18wheelsofsteelextremetrucker2,pc,racing,rondomedia
10161,2011.0,0.08,0.02,0.0,0.01,0.11,happyfeettwo,3ds,action,warnerbrosinteractiveentertainment
10162,2002.0,0.05,0.04,0.0,0.01,0.11,armymenrts,ps2,strategy,3do
10163,2007.0,0.0,0.0,0.11,0.0,0.11,mobilesuitgundammssensen0079,wii,simulation,namcobandaigames
10164,2008.0,0.09,0.01,0.0,0.01,0.11,pinballhalloffamethewilliamscollection,psp,misc,system3arcadesoftware
10165,2008.0,0.1,0.0,0.0,0.01,0.11,spacechimps,x360,platform,brashentertainment
10166,2008.0,0.09,0.01,0.0,0.01,0.11,thespiderwickchronicles,x360,action,vivendigames
10167,2015.0,0.0,0.1,0.0,0.01,0.11,projectcars,pc,racing,slightlymadstudios
10168,2011.0,0.08,0.02,0.0,0.01,0.11,greenlanternriseofthemanhunters,ds,action,warnerbrosinteractiveentertainment
10169,2006.0,0.1,0.0,0.0,0.01,0.11,eragon,psp,action,vivendigames
10170,2011.0,0.0,0.0,0.11,0.0,0.11,shinkamaitachinoyoru11hitomenosuspect,ps3,adventure,thq
10171,2007.0,0.1,0.0,0.0,0.01,0.11,guitarrocktour,ds,misc,gameloft
10172,2005.0,0.09,0.02,0.0,0.0,0.11,mortalkombatdeception,gc,fighting,midwaygames
10173,2003.0,0.08,0.02,0.0,0.0,0.11,espnnhlhockey,xb,sports,sega
10174,2008.0,0.05,0.04,0.0,0.01,0.11,monsterlab,ps2,roleplaying,eidosinteractive
10175,2002.0,0.08,0.03,0.0,0.0,0.11,xxx,gba,action,activision
10176,2009.0,0.0,0.09,0.0,0.02,0.11,machinarium,pc,adventure,daedalic
10177,2013.0,0.02,0.07,0.0,0.02,0.11,thesmurfs2,ps3,platform,ubisoft
10178,1997.0,0.06,0.04,0.0,0.01,0.11,maximumforce,ps,shooter,gtinteractive
10179,2011.0,0.06,0.04,0.0,0.01,0.11,ncis3d,3ds,adventure,ubisoft
10180,2004.0,0.05,0.04,0.0,0.01,0.11,wormsfortsundersiege,ps2,strategy,acclaimentertainment
10181,2011.0,0.07,0.03,0.0,0.01,0.11,alvinandthechipmunkschipwrecked,ds,misc,505games
10182,2008.0,0.09,0.01,0.0,0.01,0.11,totallyspiestotallyparty,wii,misc,ubisoft
10183,2007.0,0.08,0.02,0.0,0.01,0.11,smashcourttennis3,x360,sports,atari
10184,2010.0,0.1,0.0,0.0,0.01,0.11,atvquadkings,ds,racing,stormcitygames
10185,2008.0,0.08,0.0,0.03,0.01,0.11,narutoshippudennarutovssasuke,ds,action,takaratomy
10186,2011.0,0.05,0.05,0.0,0.01,0.11,dualpensports,3ds,sports,namcobandaigames
10187,2005.0,0.08,0.02,0.0,0.0,0.11,projectsnowblind,xb,action,eidosinteractive
10188,2009.0,0.05,0.04,0.0,0.01,0.11,astroboythevideogame,ps2,action,d3publisher
10189,2011.0,0.09,0.01,0.0,0.01,0.11,hop,ds,platform,505games
10190,2006.0,0.11,0.0,0.0,0.0,0.11,bravestorynewtravelerussales,psp,roleplaying,sonycomputerentertainment
10191,2003.0,0.08,0.02,0.0,0.0,0.11,disneysextremeskateadventure,xb,sports,activision
10192,2006.0,0.0,0.0,0.11,0.0,0.11,talesofphantasiaps1pspversions,psp,roleplaying,namcobandaigames
10193,2007.0,0.0,0.0,0.11,0.0,0.11,kouchuuoujamushikingsupercollection,ds,action,sega
10194,2003.0,0.09,0.02,0.0,0.0,0.11,theadventuresofjimmyneutronboygeniusjetfusion,gc,action,thq
10195,2005.0,0.08,0.03,0.0,0.0,0.11,pacmanworld2,gba,action,zoodigitalpublishing
10196,2011.0,0.04,0.05,0.0,0.02,0.11,yoostar2,ps3,misc,unknown
10197,2006.0,0.1,0.0,0.0,0.01,0.11,avatarthelastairbender,psp,adventure,thq
10198,2006.0,0.07,0.02,0.02,0.0,0.11,odama,gc,misc,nintendo
10199,2008.0,0.1,0.0,0.0,0.01,0.11,karaokerevolutionpresentsamericanidolencore,x360,misc,konamidigitalentertainment
10200,2007.0,0.07,0.03,0.0,0.01,0.11,flatoutultimatecarnage,x360,racing,empireinteractive
10201,2002.0,0.05,0.04,0.0,0.01,0.11,mobilelightforce2,ps2,shooter,taito
10202,2003.0,0.05,0.04,0.0,0.01,0.11,navalopswarshipgunner,ps2,simulation,tecmokoei
10203,2008.0,0.0,0.0,0.11,0.0,0.11,somabringer,ds,roleplaying,nintendo
10204,2011.0,0.1,0.0,0.0,0.01,0.11,sesamestreetreadysetgrover,wii,misc,warnerbrosinteractiveentertainment
10205,2011.0,0.0,0.0,0.11,0.0,0.11,shinsangokumusou6special,psp,action,tecmokoei
10206,2011.0,0.07,0.03,0.0,0.01,0.11,thepenguinsofmadagascardrblowholereturnsagain,x360,action,thq
10207,2005.0,0.0,0.0,0.11,0.0,0.11,gosudokujpsales,psp,puzzle,sonycomputerentertainment
10208,2006.0,0.09,0.0,0.0,0.01,0.11,eareplay,psp,action,electronicarts
10209,2009.0,0.1,0.0,0.0,0.01,0.11,pawsclawspetvetaustralianadventures,ds,simulation,thq
10210,2006.0,0.08,0.02,0.0,0.0,0.11,bionicleheroes,gc,shooter,eidosinteractive
10211,2008.0,0.1,0.0,0.0,0.01,0.11,traumacenterundertheknife2,ds,simulation,atlus
10212,2011.0,0.09,0.01,0.0,0.01,0.11,pussinboots,ds,action,thq
10213,2010.0,0.07,0.02,0.0,0.02,0.11,splitsecond,psp,racing,disneyinteractivestudios
10214,2013.0,0.03,0.07,0.0,0.01,0.11,thecroodsprehistoricparty,wii,misc,d3publisher
10215,2003.0,0.05,0.04,0.0,0.01,0.11,thekingoffighters20002001,ps2,fighting,ignitionentertainment
10216,1996.0,0.0,0.0,0.11,0.0,0.11,lunacy,sat,adventure,sega
10217,1998.0,0.06,0.04,0.0,0.01,0.11,batmanrobin,ps,action,acclaimentertainment
10218,1999.0,0.09,0.02,0.0,0.0,0.11,snowboardkids2,n64,sports,atlus
10219,1999.0,0.09,0.02,0.0,0.0,0.11,tonictrouble,n64,platform,ubisoft
10220,1999.0,0.09,0.02,0.0,0.0,0.11,nuclearstrike64,n64,simulation,thq
10221,1997.0,0.09,0.02,0.0,0.0,0.11,chameleontwist,n64,platform,sunsoft
10222,1999.0,0.09,0.02,0.0,0.0,0.11,topgearrally2,n64,racing,kemco
10223,1997.0,0.09,0.02,0.0,0.0,0.11,chopperattack,n64,action,gtinteractive
10224,2000.0,0.09,0.02,0.0,0.0,0.11,vigilante82ndoffense,n64,racing,activision
10225,1999.0,0.09,0.02,0.0,0.0,0.11,fightingforce64,n64,action,craveentertainment
10226,2014.0,0.0,0.09,0.0,0.02,0.11,thief2014,pc,action,squareenix
10227,2009.0,0.1,0.0,0.0,0.01,0.11,rockbandmetaltrackpack,wii,misc,mtvgames
10228,2014.0,0.05,0.04,0.0,0.02,0.11,pacmanandtheghostlyadventures2,ps3,adventure,namcobandaigames
10229,2010.0,0.07,0.01,0.03,0.01,0.11,blazbluecalamitytriggerportable,psp,fighting,pqube
10230,2009.0,0.07,0.03,0.0,0.01,0.11,nightatthemuseumbattleofthesmithsonian,x360,action,majescoentertainment
10231,1996.0,0.0,0.0,0.11,0.0,0.11,streetfightercollection,sat,fighting,capcom
10232,2002.0,0.05,0.04,0.0,0.01,0.11,ninjaassault,ps2,shooter,namcobandaigames
10233,2016.0,0.0,0.0,0.11,0.0,0.11,talesofberseria,ps3,roleplaying,namcobandaigames
10234,2014.0,0.0,0.0,0.11,0.0,0.11,samuraiwarriors4,psv,action,tecmokoei
10235,2000.0,0.05,0.04,0.0,0.01,0.11,gungriffonblaze,ps2,simulation,swingentertainment
10236,2007.0,0.0,0.0,0.11,0.0,0.11,higurashinonakukoronimatsuri,ps2,adventure,alchemist
10237,2011.0,0.0,0.0,0.11,0.0,0.11,frontiergate,psp,roleplaying,konamidigitalentertainment
10238,2015.0,0.03,0.07,0.0,0.02,0.11,transformersdevastation,ps3,action,activision
10239,2002.0,0.05,0.04,0.0,0.01,0.11,topanglerrealbassfishing,ps2,sports,xicatinteractive
10240,2011.0,0.08,0.02,0.0,0.01,0.11,gabriellesghostlygroove3d,3ds,adventure,funboxmedia
10241,2011.0,0.09,0.01,0.0,0.01,0.11,michaelphelpspushthelimit,x360,sports,505games
10242,1999.0,0.06,0.04,0.0,0.01,0.11,breakout,ps,puzzle,hasbrointeractive
10243,2005.0,0.1,0.0,0.0,0.01,0.11,froggerhelmetchaos,psp,platform,konamidigitalentertainment
10244,2012.0,0.0,0.0,0.11,0.0,0.11,akb48me,3ds,action,unknown
10245,2007.0,0.09,0.0,0.01,0.01,0.11,touchdetective212,ds,adventure,505games
10246,2004.0,0.05,0.04,0.0,0.01,0.11,alias,ps2,action,acclaimentertainment
10247,2009.0,0.07,0.03,0.0,0.01,0.11,planet51,x360,action,sega
10248,2011.0,0.05,0.05,0.0,0.01,0.11,callofjuarezthecartel,pc,shooter,ubisoft
10249,1997.0,0.0,0.0,0.11,0.0,0.11,sakurataisenhanagumitsuushin,sat,misc,sega
10250,2004.0,0.0,0.0,0.11,0.0,0.11,famicomminifamicomtanteiclubkietakoukeishazenkouhen,gba,adventure,nintendo
10251,2009.0,0.1,0.0,0.0,0.01,0.11,tornadooutbreak,wii,action,konamidigitalentertainment
10252,2006.0,0.1,0.01,0.0,0.01,0.11,pimpmyride,x360,racing,activision
10253,2011.0,0.05,0.04,0.0,0.02,0.11,michaeljacksontheexperience,psv,misc,ubisoft
10254,2009.0,0.1,0.0,0.0,0.01,0.11,astroboythevideogame,wii,action,d3publisher
10255,2002.0,0.08,0.02,0.0,0.0,0.11,outlawgolfnineholesofchristmas,xb,sports,simonschusterinteractive
10256,2003.0,0.08,0.02,0.0,0.0,0.11,nhlrivals2004,xb,sports,microsoftgamestudios
10257,2002.0,0.08,0.02,0.0,0.0,0.11,xmennextdimension,xb,fighting,activision
10258,1999.0,0.06,0.04,0.0,0.01,0.11,tycorcassaultwithabattery,ps,racing,syscom
10259,1997.0,0.06,0.04,0.0,0.01,0.11,felony1179,ps,racing,asciientertainment
10260,2013.0,0.0,0.01,0.09,0.0,0.11,terraria,psv,action,screenlife
10261,1993.0,0.0,0.0,0.11,0.0,0.11,classicroad,snes,sports,victorinteractive
10262,2005.0,0.08,0.02,0.0,0.01,0.11,bustamoveds,ds,puzzle,505games
10263,2006.0,0.1,0.0,0.0,0.01,0.11,nicktoonsunite,ds,adventure,thq
10264,2009.0,0.08,0.02,0.0,0.01,0.11,simanimalsafrica,ds,simulation,electronicarts
10265,2008.0,0.1,0.0,0.0,0.01,0.11,deathjrrootofevil,wii,platform,eidosinteractive
10266,2016.0,0.0,0.03,0.07,0.01,0.11,onepieceburningblood,psv,fighting,namcobandaigames
10267,1997.0,0.0,0.0,0.11,0.0,0.11,panzerdragoonsaga,sat,roleplaying,sega
10268,2011.0,0.02,0.07,0.0,0.02,0.11,sonicgenerations,pc,platform,sega
10269,2008.0,0.1,0.0,0.0,0.01,0.11,mushroommenriseofthefungi,ds,action,southpeakgames
10270,2013.0,0.0,0.0,0.11,0.0,0.11,shiningark,psp,roleplaying,sega
10271,2002.0,0.08,0.02,0.0,0.0,0.11,thescorpionkingriseoftheakkadian,gc,action,universalinteractive
10272,2009.0,0.1,0.0,0.0,0.01,0.11,backyardbaseball10,wii,sports,atari
10273,2000.0,0.06,0.04,0.0,0.01,0.11,transformersbeastwarstransmetals,ps,fighting,bamentertainment
10274,2007.0,0.0,0.0,0.11,0.0,0.11,giftpia,gc,roleplaying,unknown
10275,2009.0,0.1,0.0,0.0,0.01,0.11,animalplanetvetlife,ds,simulation,activision
10276,2012.0,0.0,0.0,0.11,0.0,0.11,mylittlesistercantbethiscuteportable,psp,action,namcobandaigames
10277,2010.0,0.1,0.0,0.0,0.01,0.11,sillybandzplaythecraze,ds,puzzle,deepsilver
10278,2005.0,0.08,0.02,0.0,0.0,0.11,charlieandthechocolatefactory,xb,adventure,globalstar
10279,2005.0,0.05,0.04,0.0,0.01,0.11,constantine,ps2,action,sci
10280,2009.0,0.09,0.01,0.0,0.01,0.11,wherethewildthingsare,ps3,platform,warnerbrosinteractiveentertainment
10281,2003.0,0.05,0.04,0.0,0.01,0.11,dynastytactics2,ps2,strategy,tecmokoei
10282,2005.0,0.05,0.04,0.0,0.01,0.11,realworldgolf,ps2,sports,valcongames
10283,1996.0,0.0,0.0,0.11,0.0,0.11,winterheat,sat,sports,sega
10284,2004.0,0.08,0.02,0.0,0.0,0.11,tythetasmaniantiger2bushrescue,xb,platform,electronicarts
10285,2016.0,0.0,0.09,0.0,0.02,0.11,digimonstorycybersleuth,ps4,roleplaying,namcobandaigames
10286,2009.0,0.08,0.01,0.01,0.01,0.11,juonthegrudge,wii,action,risingstargames
10287,2002.0,0.08,0.02,0.0,0.0,0.11,defender,gc,misc,midwaygames
10288,2009.0,0.08,0.02,0.0,0.01,0.11,decasportsds,ds,sports,hudsonsoft
10289,2004.0,0.08,0.02,0.0,0.0,0.11,thepolarexpress,gc,adventure,thq
10290,2002.0,0.08,0.02,0.0,0.0,0.11,bmxxxx,xb,sports,acclaimentertainment
10291,2005.0,0.1,0.0,0.0,0.01,0.11,atvquadfrenzy,ds,racing,majescoentertainment
10292,2013.0,0.05,0.01,0.04,0.01,0.11,akibastripundeadundressed,ps3,action,nipponichisoftware
10293,2009.0,0.1,0.0,0.0,0.01,0.11,backyardnflfootball10,x360,sports,atari
10294,2006.0,0.09,0.01,0.0,0.01,0.11,thegodfathermobwars,psp,action,electronicarts
10295,2001.0,0.08,0.03,0.0,0.0,0.11,ladysia,gba,platform,tdkmediactive
10296,2009.0,0.05,0.04,0.0,0.01,0.11,rockbandmetaltrackpack,ps2,misc,mtvgames
10297,2007.0,0.01,0.09,0.0,0.01,0.11,rockybalboa,psp,sports,ubisoft
10298,2009.0,0.09,0.01,0.0,0.01,0.11,thelordoftheringsconquest,ds,action,electronicarts
10299,2015.0,0.0,0.0,0.11,0.0,0.11,priparamezaseidolgrandprixno1,3ds,misc,takaratomy
10300,2011.0,0.08,0.02,0.0,0.01,0.11,nationalgeographicchallenge,wii,misc,blackbeangames
10301,2004.0,0.05,0.04,0.0,0.01,0.11,robotechinvasion,ps2,shooter,globalstar
10302,2011.0,0.1,0.0,0.0,0.01,0.11,holeinthewalldeluxeedition,x360,misc,ubisoft
10303,2003.0,0.08,0.02,0.0,0.0,0.11,drseussthecatinthehat,xb,misc,vivendigames
10304,2009.0,0.09,0.01,0.0,0.01,0.11,roguewarrior,x360,shooter,bethesdasoftworks
10305,2009.0,0.0,0.0,0.11,0.0,0.11,irozukitinglenokoinoballoontrip,ds,adventure,nintendo
10306,2007.0,0.1,0.0,0.0,0.01,0.11,masterofthemonsterlair,ds,roleplaying,risingstargames
10307,2008.0,0.1,0.0,0.0,0.01,0.11,hellboythescienceofevil,x360,action,konamidigitalentertainment
10308,2014.0,0.06,0.04,0.0,0.01,0.11,murderedsoulsuspect,x360,action,squareenix
10309,2011.0,0.08,0.02,0.0,0.01,0.11,xmendestiny,wii,action,activision
10310,2003.0,0.08,0.02,0.0,0.0,0.11,starskyhutch,gc,racing,bamentertainment
10311,1994.0,0.0,0.0,0.11,0.0,0.11,finalfantasyiii,nes,roleplaying,square
10312,2015.0,0.03,0.06,0.0,0.02,0.11,rugby15,ps4,sports,bigbeninteractive
10313,1997.0,0.0,0.0,0.11,0.0,0.11,langrisseriv,sat,strategy,ncs
10314,2000.0,0.06,0.04,0.0,0.01,0.11,foxkidscommicromaniacsracing,ps,racing,codemasters
10315,2010.0,0.1,0.0,0.0,0.01,0.11,catsdogstherevengeofkittygalore,ds,action,505games
10316,1997.0,0.06,0.04,0.0,0.01,0.11,hexenbeyondheretic,ps,shooter,gtinteractive
10317,1999.0,0.06,0.04,0.0,0.01,0.11,arcadepartypak,ps,misc,midwaygames
